year,url
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653598005876
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0920408399800024
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944099000119
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599000624
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386198006697
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599001459
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0008622398003248
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653598001775
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967399006172
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0165237099000455
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0079670098000185
1999,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0926860X98003962
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967300005380
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391099001664
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0003267099008594
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599004592
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386199005418
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391000000471
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391099001160
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386199007909
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0920586100003242
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386100002986
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967399009401
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139100000149X
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599003793
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967300003721
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386199007363
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0959652699003133
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0927796X00000127
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0969806X99004727
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0921509300012302
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S036012859900012X
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0039914000004914
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139109900107X
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0079670000000095
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1352231099004793
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391099001275
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391099001032
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0014305799002943
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599004920
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0079670000000290
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0026271499000876
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599003422
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0026057600803827
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0040603100005815
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599004099
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0039914000004367
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0014305799002803
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0959943600708807
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0038071700000808
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0048969799005288
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0039914000003398
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0167299100804322
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139100000077X
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S004040209901056X
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653599002283
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0379711200000308
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0009261400000257
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0278612500800035
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0079670000000204
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0009261499013597
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0009279700001423
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391000001415
